IMG_ID	Domain	Genome_Status	Sequencing_Center	Phylum	Class	Order	Family	Genus	Species	Gram_Staining	Isolation_Country	Oxygen_Requirement	Genome_Size	Gene_Count	GC_Count	GC_%	CDS_Count	CDS_%	RNA_%	16S_rRNA_Count 	Horizontally_Transferred_Count	Horizontally_Transferred_%
2524023161	Bacteria	Permanent Draft	DOE Joint Genome Institute	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	producta	Gram+	-1	Anaerobe	6088658	5725	2778549	0.46	5628	98.31	1.69	3	1	0.02
2513237282	Bacteria	Draft	Vanderbilt Univ	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified	Gram-	-1	Aerobe	1105410	1308	375642	0.34	1270	97.09	2.91	2	-1	-1
2541047071	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	pneumoniae	Gram-	USA	-1	5355272	5458	3068809	0.57	5362	98.24	1.76	1	2	0.04
2541047224	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	Gram-	Benin	-1	2134117	2117	1107343	0.52	2055	97.07	2.93	4	1	0.05
2534682221	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	Gram-	Bangladesh	Facultative	4018644	3832	1908449	0.47	3750	97.86	2.14	-1	-1	-1
2531839413	Bacteria	Draft	Institute for Genome Sciences	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	USA	Facultative	2119097	2276	841918	0.4	2190	96.22	3.78	7	-1	-1
2501846308	Bacteria	Draft	Illumina Inc.	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	hydrophila	Gram-	Malaysia	Aerobe	4849452	6192	2997241	0.62	6131	99.01	0.99	1	551	8.9
644736383	Bacteria	Finished	Univ of Helsinki	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	rhamnosus	Gram+	-1	Microaerophilic	3033106	3068	1415712	0.47	2992	97.52	2.48	5	22	0.72
2519103056	Bacteria	Draft	NIH Intramural Sequencing Center	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	pneumoniae	Gram-	USA	-1	5714943	5734	3270196	0.57	5620	98.01	1.99	10	1	0.02
651324092	Bacteria	Draft	J. Craig Venter Institute	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	sp.	Gram+	-1	Anaerobe	2568635	2565	1540797	0.6	2499	97.43	2.57	6	-1	-1
640612200	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	sp.	Gram+	Mexico	Aerobe	4497271	4750	1689326	0.38	4624	97.35	2.65	11	118	2.48
2546825528	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	sp.	-1	-1	-1	4067239	3713	1634407	0.4	3622	97.55	2.45	2	54	1.45
3400000008	Bacteria	Permanent Draft	ORNL	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	sp.	-1	USA	-1	455123	527	-1	-1	514	97.53	2.47	1	-1	-1
2551306132	Bacteria	Draft	Central South University	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	basilensis	Gram-	China	-1	8416249	9587	5497504	0.65	9490	98.99	1.01	3	546	5.7
2541047388	Bacteria	Draft	"Institute for Genome Sciences, University of Maryland School of Medicine"	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	sp.	Gram+	-1	Anaerobe	4049588	3826	1151117	0.28	3746	97.91	2.09	-1	7	0.18
2541047739	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5502157	5511	2780978	0.51	5411	98.19	1.81	7	-1	-1
646564563	Bacteria	Finished	"Integrated Genomics Inc, Institute of Molecular Genetics, Prague"	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	capsulatus	Gram-	-1	Facultative	3871920	3708	2577095	0.67	3642	98.22	1.78	4	477	12.86
637000013	Bacteria	Finished	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis	Gram+	-1	Facultative	5503926	5853	1939746	0.35	5619	96	4	11	1	0.02
2519899741	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	-1	4692738	4556	2446524	0.52	4477	98.27	1.73	3	-1	-1
2531839479	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	5094139	5233	2575207	0.51	5141	98.24	1.76	1	5	0.1
2529293255	Bacteria	Draft	Washington University in St. Louis	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	-1	-1	1633786	1709	641605	0.39	1668	97.6	2.4	1	3	0.18
646206277	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	crispatus	Gram+	-1	Facultative	2311882	2216	798608	0.37	2151	97.07	2.93	1	10	0.45
2502957024	Bacteria	Draft	Univ of Pennsylvania	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	tetani	Gram+	China	Anaerobe	2859002	2955	813528	0.28	2893	97.9	2.1	1	68	2.3
2545824532	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	Thailand	Aerobe	4679663	4363	1634606	0.35	4321	99.04	0.96	1	-1	-1
2537561590	Bacteria	Draft	Genome Quebec	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	wratislaviensis	Gram+	France	-1	9687645	9589	6486883	0.67	9527	99.35	0.65	5	49	0.51
2534681940	Bacteria	Draft	"Univ of Maryland, IGS"	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Egypt	Facultative	5534167	5920	2792655	0.5	5773	97.52	2.48	13	1	0.02
2522572168	Bacteria	Draft	KAUST	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	phlei	Gram+	Netherlands	-1	5681954	5489	3932458	0.69	5435	99.02	0.98	2	68	1.24
2531839441	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	4958859	5179	2505780	0.51	5087	98.22	1.78	-1	7	0.14
2531839610	Bacteria	Draft	Univ of Alberta	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	sp.	Gram-	Russia	-1	1835066	1870	848319	0.46	1822	97.43	2.57	1	24	1.28
2534681762	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	-1	5424634	5627	2749623	0.51	5508	97.89	2.11	7	9	0.16
2537562184	Bacteria	Draft	Broad Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	Gram-	-1	-1	3292448	3201	1884215	0.57	3143	98.19	1.81	2	-1	-1
2529293151	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	5305218	5540	2677259	0.5	5433	98.07	1.93	6	6	0.11
2545555854	Bacteria	Permanent Draft	DOE Joint Genome Institute	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Hallella	seregens	Gram-	-1	-1	3266753	2637	1827533	0.56	2575	97.65	2.35	2	4	0.15
2513237307	Bacteria	Draft	Hua Zhong Agriculture Univ	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	iowae	Gram-	-1	-1	1195147	1012	292496	0.24	981	96.94	3.06	1	-1	-1
2537561690	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	4834156	4905	2457346	0.51	4815	98.17	1.83	-1	6	0.12
2534681769	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	santarosai	Gram-	Trinidad and Tobago	-1	4062704	4195	1697693	0.42	4153	99	1	1	6	0.14
2534681748	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	Gram-	Haiti	Facultative	3929723	3783	1877470	0.48	3696	97.7	2.3	-1	5	0.13
2529293007	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii	Gram-	-1	-1	4152121	4027	1625572	0.39	3939	97.81	2.19	5	24	0.6
2548876631	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sobrinus	Gram+	Brazil	Anaerobe	2130636	2252	925355	0.43	2202	97.78	2.22	-1	1	0.04
2541047123	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5504334	5792	2770729	0.5	5660	97.72	2.28	7	6	0.1
645058852	Bacteria	Draft	Allegheny-Singer Research Institute	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	influenzae	Gram-	-1	Facultative	1827667	1818	692777	0.38	1752	96.37	3.63	4	8	0.44
641736144	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	butyricum	Gram+	-1	Anaerobe	4540699	3966	1308283	0.29	3827	96.5	3.5	23	5	0.13
2523533621	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	violaceinigra	Gram-	China	Obligate aerobe	6110349	5697	3843414	0.63	5607	98.42	1.58	2	586	10.29
2505313032	Bacteria	Draft	Virgina Tech	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	-1	-1	-1	5921359	5545	3482545	0.59	5478	98.79	1.21	1	22	0.4
640427142	Bacteria	Finished	Microbial Genome Center of ChMPH	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	dysenteriae	Gram-	China	Facultative	4560911	4912	2324637	0.51	4727	96.23	3.77	7	1	0.02
2548876790	Bacteria	Draft	Univ of Exeter	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	sp.	Gram-	Samoa: Western Samoa	-1	3702038	6079	2520269	0.68	6019	99.01	0.99	-1	259	4.26
2519899654	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	sp.	Gram+	-1	-1	4542875	4232	3044685	0.67	4162	98.35	1.65	3	47	1.11
2516143008	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	alba	Gram+	India	Aerobe	9811274	9036	6738831	0.69	8960	99.16	0.84	4	-1	-1
637000334	Bacteria	Finished	Integrated Genomics Inc	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	fischeri	Gram-	USA	Facultative	4284050	3984	1643110	0.38	3802	95.43	4.57	12	113	2.84
2522125080	Bacteria	Draft	ORNL	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	pickettii	-1	USA	-1	5480587	5313	3475413	0.63	5243	98.68	1.32	1	69	1.3
2531839533	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	parvula	Gram-	-1	Anaerobe	2152140	1972	829192	0.39	1925	97.62	2.38	1	37	1.88
2505119024	Bacteria	Draft	Unilever Discover	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	brevis	-1	-1	-1	2472664	2454	1137689	0.46	2390	97.39	2.61	1	-1	-1
2548877070	Bacteria	Draft	"Univ of California, Berkeley"	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	axonopodis	Gram-	Colombia	-1	4898899	4222	3187957	0.65	4155	98.41	1.59	1	14	0.33
647000271	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	genomosp. type_1	Gram-	-1	-1	1726197	1667	794937	0.46	1610	96.58	3.42	1	114	6.84
2541047703	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5132563	4917	2593381	0.51	4830	98.23	1.77	4	-1	-1
2545824658	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	asini	-1	-1	-1	2572706	2512	1150424	0.45	2430	96.74	3.26	5	118	4.7
2531839494	Bacteria	Draft	"Univ of Maryland, IGS"	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	flexneri	Gram-	-1	Facultative	8717850	10488	4485229	0.51	10315	98.35	1.65	14	43	0.41
2511231004	Bacteria	Draft	Oak Ridge National Lab	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp.	Gram-	USA	-1	6669789	6126	3932499	0.59	6039	98.58	1.42	1	-1	-1
2551306715	Bacteria	Finished	Goettingen Genomics Laboratory	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	licheniformis	Gram+	-1	Facultative	4376305	4341	2009716	0.46	4248	97.86	2.14	7	6	0.14
2541047732	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5347495	5113	2693908	0.5	5015	98.08	1.92	6	2	0.04
2517434004	Bacteria	Permanent Draft	"Broad Institute, CSIR Institute of Genomics and Integrative Biology"	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	massiliensis	Gram+	India	Aerobe	2445714	2467	888097	0.36	2384	96.64	3.36	2	-1	-1
2547132251	Bacteria	Draft	Genome Institute of Singapore	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	thailandensis	Gram-	-1	Aerobe	6145909	5673	4144678	0.67	5601	98.73	1.27	1	22	0.39
2524614766	Bacteria	Permanent Draft	DOE Joint Genome Institute	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	hofstadii	Gram-	Norway	Anaerobe	2560738	2489	777072	0.3	2436	97.87	2.13	4	43	1.73
651285011	Bacteria	Draft	LGC Genomics	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	sp.	Gram+	Ghana	Aerobe	7506727	6733	5485583	0.73	6642	98.65	1.35	6	92	1.37
640069303	Bacteria	Finished	J. Craig Venter Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	mallei	Gram-	Hungary	Aerobe	5742303	5635	3931601	0.68	5553	98.54	1.46	4	6	0.11
2548876741	Bacteria	Draft	Univ of Exeter	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	Gram-	-1	Aerobe	6124586	5778	3585602	0.59	5670	98.13	1.87	1	-1	-1
638341178	Bacteria	Draft	Agencourt Bioscience	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	sibirica	Gram-	Russia	Aerobe	1250021	1270	405874	0.32	1234	97.17	2.83	1	-1	-1
643348501	Bacteria	Finished	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	ferrooxidans	Gram-	-1	Obligate aerobe	2982397	3234	1752828	0.59	3147	97.31	2.69	2	218	6.74
647533221	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	Facultative	2838772	2708	921583	0.33	2647	97.75	2.25	1	-1	-1
2529293000	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	4956656	4746	2505304	0.51	4659	98.17	1.83	1	2	0.04
2531839270	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	sp.	Gram-	-1	-1	6343309	6363	3491717	0.55	6263	98.43	1.57	-1	41	0.64
647000323	Bacteria	Draft	Baylor College of Medicine	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	Gram+	-1	Facultative	2486756	2472	798236	0.32	2407	97.37	2.63	1	32	1.29
637000345	Bacteria	Finished	Bielefeld University	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	campestris	Gram-	-1	Aerobe	5420152	4800	3499053	0.65	4726	98.46	1.54	2	320	6.67
2264867157	Bacteria	Permanent Draft	DOE Joint Genome Institute	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	201385	273	69764	0.35	263	96.34	3.66	1	-1	-1
2528768052	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	sp.	Gram-	-1	-1	566079	587	334755	0.59	574	97.79	2.21	1	46	7.84
2548876999	Bacteria	Draft	Korea Food Research Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	vitulinus	Gram+	South Korea	Facultative	2559484	2645	828755	0.32	2595	98.11	1.89	1	34	1.29
2551306188	Bacteria	Draft	Beijing Institute of Disease Control and Prevention	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	Gram-	China	-1	3286550	3251	1882177	0.57	3191	98.15	1.85	1	1	0.03
2529293249	Bacteria	Draft	Cornell University	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	Facultative	4713709	4635	2389455	0.51	4565	98.49	1.51	1	6	0.13
2264867143	Bacteria	Permanent Draft	DOE Joint Genome Institute	Armatimonadetes	unclassified	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	1341701	1234	859765	0.64	1211	98.14	1.86	-1	-1	-1
2236876027	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified	Gram-	USA	-1	328144	397	98767	0.3	383	96.47	3.53	1	-1	-1
650377913	Bacteria	Finished	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Borrelia	burgdorferi	Gram-	USA	Microaerophilic	1531091	1496	433739	0.28	1458	97.46	2.54	1	1	0.07
2541047773	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5160598	4934	2611140	0.51	4846	98.22	1.78	3	-1	-1
640427106	Bacteria	Finished	DOE Joint Genome Institute	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	saccharolyticus	Gram-	New Zealand	Anaerobe	2970275	2834	1047143	0.35	2760	97.39	2.61	3	81	2.86
2503982040	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified	Gram-	USA	-1	1343202	1467	384584	0.29	1431	97.55	2.45	1	146	9.95
641736100	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	Facultative	4761576	5382	2484801	0.52	5330	99.03	0.97	-1	9	0.17
2531839190	Bacteria	Draft	Probiotical spa	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	Gram-	-1	Anaerobe	1932387	1628	1168898	0.6	1572	96.56	3.44	2	-1	-1
644736406	Bacteria	Finished	International Medical Center	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	dysgalactiae	Gram+	-1	Facultative	2106340	2167	833629	0.4	2095	96.68	3.32	5	22	1.02
2517572036	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	sp.	Gram-	-1	-1	159460	226	95368	0.6	199	88.05	11.95	4	50	22.12
2547132168	Bacteria	Draft	European Bioinformatics Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	massilioanorexius	Gram+	France	Aerobe	4588940	4558	1564664	0.34	4430	97.19	2.81	3	216	4.74
647000278	Bacteria	Draft	Baylor College of Medicine	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	parascrofulaceum	Gram+	Canada	Aerobe	6295508	6510	4309046	0.68	6456	99.17	0.83	1	131	2.01
2537561974	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5190755	5058	2629218	0.51	4970	98.26	1.74	1	7	0.14
2541047295	Bacteria	Draft	"Institute for Genome Sciences, University of Maryland School of Medicine"	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	sp.	Gram+	-1	Anaerobe	4765683	4723	1346122	0.28	4689	99.28	0.72	-1	107	2.27
2526164762	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	unclassified	unclassified	unclassified	Pseudomonas	sp.	Gram-	-1	-1	6337748	5792	3802301	0.6	5640	97.38	2.62	-1	94	1.62
2548876904	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	Gram+	-1	Facultative	2057969	2092	726038	0.35	2036	97.32	2.68	1	-1	-1
2541047416	Bacteria	Draft	"Institute for Genome Sciences, University of Maryland School of Medicine"	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	sp.	Gram+	-1	Anaerobe	4054852	3775	1153393	0.28	3745	99.21	0.79	3	3	0.08
646564532	Bacteria	Finished	Max Planck Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	pyrifoliae	Gram-	South Korea	Facultative	4072846	3794	2174138	0.53	3697	97.44	2.56	7	9	0.24
642979301	Bacteria	Draft	UNAM	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	etli	Gram-	-1	Aerobe	3989019	5761	2427873	0.61	5720	99.29	0.71	3	288	5
2524614636	Bacteria	Permanent Draft	DOE Joint Genome Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	panaciterrae	Gram+	South Korea	Aerobe	5411691	5535	2190211	0.41	5397	97.51	2.49	10	131	2.37
2522572175	Bacteria	Draft	Broad Institute	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	odoratimimus	Gram-	-1	-1	4070988	3710	1375197	0.34	3625	97.71	2.29	3	102	2.75
2522125085	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	sp.	-1	-1	-1	408091	469	250837	0.62	451	96.16	3.84	2	217	46.27
647000330	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	sanguinis	Gram+	Australia	Anaerobe	2953411	2855	1007689	0.34	2781	97.41	2.59	3	134	4.69
647533197	Bacteria	Draft	Broad Institute	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp.	-1	-1	-1	2453028	1981	913129	0.37	1935	97.68	2.32	1	49	2.47
2506783032	Bacteria	Draft	University of North Carolina at Chapel Hill	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	Gram-	France	Aerobe	5859156	5883	3442840	0.59	5817	98.88	1.12	2	89	1.51
2531839338	Bacteria	Draft	Broad Institute	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	sp. Oral Taxon 133	Gram+	-1	Anaerobe	2055819	1946	1202752	0.59	1886	96.92	3.08	1	25	1.28
2524023070	Bacteria	Permanent Draft	DOE Joint Genome Institute	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita	capsosiphonis	Gram-	South Korea	-1	4042904	3681	1489587	0.37	3630	98.61	1.39	2	203	5.51
2501651206	Bacteria	Finished	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	sp.	Gram-	-1	Facultative	3053233	2854	1179018	0.39	2745	96.18	3.82	10	137	4.8
2517572149	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	sp.	Gram+	-1	-1	6344798	5836	4610891	0.73	5739	98.34	1.66	3	70	1.2
2507262008	Bacteria	Draft	Karolinska Institute	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	magdeburgensis	Gram-	Germany	Anaerobe	362129	928	134931	0.37	921	99.25	0.75	-1	40	4.31
2541047605	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	-1	4692035	4541	2446267	0.52	4466	98.35	1.65	1	-1	-1
2537562192	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	Facultative	5451210	5723	2761433	0.51	5564	97.22	2.78	5	3	0.05
2505679047	Bacteria	Finished	DOE Joint Genome Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	subtilis	-1	-1	-1	3922846	4187	1703845	0.43	4089	97.66	2.34	5	28	0.67
642979351	Bacteria	Draft	Washington University in St. Louis	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius	Gram-	Japan	Anaerobe	4421324	4022	1959212	0.44	3933	97.79	2.21	5	164	4.08
2529293074	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	USA	Aerobe	4918776	4681	1730879	0.35	4639	99.1	0.9	1	-1	-1
650716011	Bacteria	Finished	Univ of Valencia	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	sp.	Gram-	Spain	Aerobe	640935	629	174070	0.27	590	93.8	6.2	1	5	0.79
2541047725	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5250007	4991	2659181	0.51	4893	98.04	1.96	7	1	0.02
