IMG_ID,Genome_Status,Genome_Name,Domain,Phylum,Class,Order,Family,Genus,Species,Habitat,Isolation_Country,Genome_Size,Gene_Count,GC_Count,GC_%,w/_Func_Pred_Count,w/_Func_Pred_%,Horizontally_Transferred_Count,Horizontally_Transferred_%,Diseases,Gram_Staining
2518645543,Finished,Bartonella_quintana_RM-11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,quintana,Host,China,1587646,1251,615320,0.39,826,66.03,-1,-1,-1,Gram-
2518645544,Finished,Mycoplasma_gallisepticum_NC06_2006.080-5-2P,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,gallisepticum,Host,USA,938869,782,296872,0.32,555,70.97,-1,-1,Conjunctivitis,Gram-
2518645545,Finished,Streptococcus_thermophilus_MN-ZLW-002,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,thermophilus,-1,China,1848520,2046,721977,0.39,1365,66.72,6,0.29,-1,Gram+
2518645548,Finished,Blattabacterium_sp._(Blaberus_giganteus),Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,sp.,Host,-1,632588,614,162579,0.26,523,85.18,1,0.16,-1,Gram-
2518645549,Finished,Pseudomonas_putida_DOT-T1E,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,putida,-1,-1,6260702,5802,3845949,0.61,4140,71.35,122,2.1,-1,Gram-
2518645550,Finished,Mycobacterium_sp._MOTT36Y,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,sp.,-1,South Korea,5613626,5177,3812378,0.68,2983,57.62,10,0.19,-1,Gram+
2518645551,Finished,Bifidobacterium_animalis_lactis_B420,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis,-1,-1,1938595,1625,1172517,0.6,1182,72.74,-1,-1,-1,Gram+
2518645552,Finished,Klebsiella_oxytoca_E718,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,oxytoca,Host,Taiwan,6450897,6056,3583409,0.56,4926,81.34,58,0.96,-1,Gram-
2518645553,Finished,Thermococcus_sp._CL1,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,sp.,"Hot spring, Aquatic, Marine, Hydrothermal vent",Pacific Ocean,1950313,2090,1088616,0.56,1024,49,20,0.96,-1,Gram-
2518645554,Finished,Streptococcus_mutans_GS-5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mutans,-1,-1,2027088,1958,746714,0.37,1318,67.31,10,0.51,-1,Gram+
2518645555,Finished,Enterobacter_cloacae_cloacae_ENHKU01,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,cloacae,-1,-1,4726582,4445,2602733,0.55,3577,80.47,32,0.72,-1,Gram-
2518645556,Finished,Nocardiopsis_alba_ATCC_BAA-2165,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis,alba,Host,USA,5848211,5609,4073271,0.7,3939,70.23,63,1.12,-1,Gram+
2518645557,Finished,Mycoplasma_gallisepticum_WI01_2001.043-13-2P,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,gallisepticum,Host,USA,939844,784,296631,0.32,554,70.66,-1,-1,Conjunctivitis,Gram-
2518645558,Finished,Francisella_noatunensis_orientalis_Toba_04,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,noatunensis,-1,Indonesia,1847202,1875,595100,0.32,1249,66.61,73,3.89,-1,Gram-
2518645559,Finished,Escherichia_coli_O104:H4_2009EL-2050,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Host, Gastrointestinal tract",Georgia,5438174,5304,2750933,0.51,3917,73.85,2,0.04,-1,Gram-
2518645560,Finished,Salmonella_enterica_enterica_sv._Heidelberg_B182,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,"Host, Gastrointestinal tract, Feces",France,4788046,4626,2494706,0.52,4203,90.86,2,0.04,-1,Gram-
2518645561,Finished,Mycoplasma_gallisepticum_VA94_7994-1-7P,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,gallisepticum,Host,USA,964110,805,304510,0.32,566,70.31,-1,-1,Conjunctivitis,Gram-
2518645562,Finished,Mycoplasma_gallisepticum_NC95_13295-2-2P,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,gallisepticum,Host,USA,953989,792,301410,0.32,559,70.58,-1,-1,Conjunctivitis,Gram-
2518645563,Finished,Mycoplasma_gallisepticum_NY01_2001.047-5-1P,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,gallisepticum,Host,USA,965525,798,305154,0.32,565,70.8,-1,-1,Conjunctivitis,Gram-
2518645564,Finished,Corynebacterium_pseudotuberculosis_258,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,pseudotuberculosis,Host,Belgium,2314404,2195,1206853,0.52,1510,68.79,-1,-1,-1,Gram+
2518645565,Finished,Corynebacterium_pseudotuberculosis_Cp162,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,pseudotuberculosis,Host,-1,2293464,2150,1196605,0.52,1486,69.12,-1,-1,-1,Gram+
2518645566,Finished,Streptococcus_suis_S735,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,suis,Host,-1,1980887,1950,820082,0.41,1465,75.13,-1,-1,-1,Gram+
2518645567,Finished,"Pseudomonas_stutzeri_AN10,_CCUG_29243",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri,"Marine, Aquatic, Sediment, Soil",Spain,4709064,4374,2950960,0.63,3279,74.97,183,4.18,-1,Gram-
2518645569,Finished,Borrelia_crocidurae_Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,crocidurae,-1,Senegal,1528893,1505,405815,0.28,861,57.21,1176,78.14,-1,Gram-
2518645570,Finished,Bacillus_anthracis_BF1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,anthracis,-1,Germany,94741,99,31305,0.33,40,40.4,-1,-1,-1,Gram+
2518645571,Finished,Pseudomonas_putida_ND6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,putida,Wastewater,-1,6304310,6484,3884807,0.62,4165,64.24,136,2.1,-1,Gram-
2518645575,Finished,Marinobacter_sp._BSs20148,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,sp.,-1,-1,4063864,3944,2199960,0.54,2583,65.49,300,7.61,-1,Gram-
2518645576,Finished,Candidatus_Nitrosopumilus_sp._AR2,Archaea,Thaumarchaeota,unclassified,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,sp.,-1,-1,1690905,2014,567953,0.34,1059,52.58,401,19.91,-1,Gram-
2518645577,Finished,Bacillus_thuringiensis_HD-789,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,thuringiensis,-1,-1,6334630,6626,2225973,0.35,3942,59.49,5,0.08,-1,Gram+
2518645578,Finished,Streptococcus_salivarius_M18,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,-1,New Zealand,183037,172,62688,0.34,73,42.44,12,6.98,-1,Gram+
2518645579,Finished,Borrelia_garinii_NMJW1,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,garinii,-1,China,902789,849,256275,0.28,532,62.66,17,2,-1,Gram-
2518645580,Finished,Burkholderia_phenoliruptrix_BR3459,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,phenoliruptrix,-1,-1,7651131,6605,4831323,0.63,5150,77.97,117,1.77,-1,Gram-
2518645581,Finished,Streptococcus_salivarius_K12,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,-1,-1,185045,163,63738,0.34,67,41.1,1,0.61,-1,Gram+
2518645582,Finished,Methanomassiliicoccus_luminyensis_B10,Archaea,Euryarchaeota,Methanomicrobia,unclassified,unclassified,Methanomassiliicoccus,luminyensis,"Gastrointestinal tract, Feces, Host",-1,2620233,2669,1584687,0.6,1463,54.81,1080,40.46,-1,Gram-
2518645583,Permanent_Draft,Thioalkalivibrio_sp._ALJ2,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,sp.,-1,-1,2881727,2754,1895964,0.66,2333,84.71,17,0.62,-1,Gram-
2518645585,Permanent_Draft,Azoarcus_toluclasticus_ATCC_700605,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,toluclasticus,Sediment,USA,5925983,5505,3911569,0.66,4586,83.31,1541,27.99,-1,Gram-
2518645586,Permanent_Draft,Desulfovibrio_desulfuricans_aestuarii_ATCC_29578,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,desulfuricans,Mud,Germany,3545807,3248,1599550,0.45,2508,77.22,357,10.99,-1,Gram-
2518645587,Permanent_Draft,Duganella_zoogloeoides_ATCC_25935,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,zoogloeoides,-1,-1,6274619,5437,3993170,0.64,4420,81.29,816,15.01,-1,Gram-
2518645588,Permanent_Draft,Methylophilus_methylotrophus_ATCC_53528,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus,methylotrophus,-1,-1,2860219,2739,1418755,0.5,2260,82.51,196,7.16,-1,Gram-
2518645589,Permanent_Draft,Spirochaeta_bajacaliforniensis_DSM_16054,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,bajacaliforniensis,"Hypersaline mats, Mat, Mud",Mexico,4576607,4325,2249364,0.49,3472,80.28,1,0.02,-1,Gram-
2518645591,Permanent_Draft,Pseudomonas_sp._URMO17WK12:I2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.,-1,-1,5283927,4863,3334626,0.63,4060,83.49,189,3.89,-1,Gram-
2518645592,Permanent_Draft,Pseudomonas_sp._URIL14HWK12:I10,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified,-1,-1,4847839,4522,3042469,0.63,3790,83.81,328,7.25,-1,Gram-
2518645593,Permanent_Draft,Pseudomonas_sp._URIL14HWK12:I1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified,-1,-1,4749093,4355,2924474,0.62,3598,82.62,69,1.58,-1,Gram-
2518645594,Permanent_Draft,Pseudomonas_sp._URIL14HWK12:I2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified,-1,-1,4717612,4418,2911283,0.62,3588,81.21,81,1.83,-1,Gram-
2518645595,Permanent_Draft,Pseudomonas_sp._URIL14HWK12:I9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.,-1,-1,4847117,4527,3041756,0.63,3791,83.74,326,7.2,-1,Gram-
2518645596,Permanent_Draft,Pseudomonas_sp._URIL14HWK12:I3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified,-1,-1,4718477,4397,2912635,0.62,3575,81.31,76,1.73,-1,Gram-
2518645597,Permanent_Draft,Pseudomonas_sp._URMO17WK12:I6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified,-1,-1,6454480,5967,3834776,0.59,4933,82.67,51,0.85,-1,Gram-
2518645598,Permanent_Draft,Pseudomonas_sp._URIL14HWK12:I11,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,sp.,-1,-1,4850394,4524,3044133,0.63,3790,83.78,328,7.25,-1,Gram-
2518645599,Permanent_Draft,Pseudomonas_sp._URIL14HWK12:I5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified,-1,-1,5723734,5374,3556704,0.62,4458,82.95,112,2.08,-1,Gram-
2518645600,Permanent_Draft,Pseudomonas_sp._URMO17WK12:I1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified,-1,-1,4954515,4594,3150356,0.64,3896,84.81,79,1.72,-1,Gram-
2518645601,Permanent_Draft,Pseudomonas_sp._URIL14HWK12:I12,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified,-1,-1,4848195,4517,3042901,0.63,3789,83.88,327,7.24,-1,Gram-
2518645602,Permanent_Draft,Salinimonas_chungwhensis_DSM_16280,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,chungwhensis,Solar saltern,South Korea,3985437,3691,1871586,0.47,2807,76.05,328,8.89,-1,Gram-
2518645603,Permanent_Draft,Porphyromonas_gulae_DSM_15663,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gulae,"Gingival crevices, Host",Canada,2315387,2063,1123505,0.49,1463,70.92,22,1.07,-1,Gram-
2518645604,Permanent_Draft,Prevotella_loescheii_DSM_19665,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,loescheii,Gingival crevices,-1,3508589,2898,1633795,0.47,1782,61.49,9,0.31,-1,Gram-
2518645605,Permanent_Draft,Marinobacterium_rhizophilum_DSM_18822,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacterium,rhizophilum,"Rhizosphere, Host, Sediment",South Korea,5364574,4853,3136815,0.59,4002,82.46,3538,72.9,-1,Gram-
2518645606,Permanent_Draft,Rubritalea_marina_DSM_17716,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Rubritalea,marina,"Marine, Sea water, Host",France,3013271,2732,1553514,0.52,1955,71.56,976,35.72,-1,Gram-
2518645607,Permanent_Draft,Saccharibacter_floricola_DSM_15669,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Saccharibacter,floricola,Plants,Japan,2384067,2291,1218920,0.51,1644,71.76,188,8.21,-1,Gram-
2518645608,Permanent_Draft,Saccharibacillus_kuerlensis_DSM_22868,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,kuerlensis,Desert Soil,China,4699563,4173,2381744,0.51,3343,80.11,81,1.94,-1,Gram+
2518645609,Permanent_Draft,Streptococcus_henryi_DSM_19005,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,henryi,Host,Australia,2422509,2383,934816,0.39,1939,81.37,109,4.57,-1,Gram+
2518645610,Permanent_Draft,Streptomyces_sulphureus_DSM_40104,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,sulphureus,-1,-1,7104952,6252,5091965,0.72,4720,75.5,76,1.22,-1,Gram+
2518645611,Permanent_Draft,Halomonas_lutea_DSM_23508,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,lutea,"Salinewater, Fresh water, Aquatic, Lake",China,4533090,4368,2676712,0.59,3625,82.99,862,19.73,-1,Gram-
2518645612,Permanent_Draft,Proteiniphilum_acetatigenes_DSM_18083,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Proteiniphilum,acetatigenes,"Sludge, Wastewater",China,4776693,3928,2060567,0.43,2862,72.86,661,16.83,-1,Gram-
2518645613,Permanent_Draft,Psychroflexus_tropicus_DSM_15496,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,tropicus,"Salinewater, Fresh water, Aquatic, Lake",USA,3001811,2829,1094923,0.37,2073,73.28,145,5.13,-1,Gram-
2518645614,Permanent_Draft,Thermus_scotoductus_DSM_8553,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,scotoductus,Aquatic,Iceland,2070699,2304,1341044,0.65,1809,78.52,1596,69.27,-1,Gram-
2518645615,Permanent_Draft,Prevotella_amnii_DSM_23384,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,amnii,Host,Sweden,2391937,2122,870799,0.37,1443,68,18,0.85,-1,Gram-
2518645616,Permanent_Draft,Megasphaera_cerevisiae_DSM_20462,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,cerevisiae,Beer,Germany,3147426,3139,1408903,0.45,2450,78.05,479,15.26,-1,Gram-
2518645619,Permanent_Draft,Sporolactobacillus_vineae_DSM_21990,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,vineae,Soil,South Korea,2862363,2820,1415817,0.5,2335,82.8,268,9.5,-1,Gram+
2518645620,Permanent_Draft,Selenomonas_bovis_DSM_23594,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,bovis,Rumen,China,2688760,2586,1587689,0.59,2037,78.77,221,8.55,-1,Gram-
2518645621,Permanent_Draft,Zymophilus_raffinosivorans_DSM_20765,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Zymophilus,raffinosivorans,-1,-1,4134382,3972,1575011,0.38,3305,83.21,1011,25.45,-1,Gram-
2518645623,Permanent_Draft,Actinomadura_flavalba_DSM_45200,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,flavalba,Plants,China,6167782,5740,4521296,0.73,4302,74.95,96,1.67,-1,Gram+
2518645624,Permanent_Draft,Salinispora_tropica_CNR699,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Salinispora,tropica,-1,-1,5608799,5261,3879202,0.69,3757,71.41,24,0.46,-1,Gram+
2518645625,Permanent_Draft,Alicyclobacillus_pohliae_DSM_22757,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,pohliae,Soil,Antarctica,3363524,3628,1843794,0.55,2725,75.11,403,11.11,-1,Gram+
2518645626,Permanent_Draft,Salinispora_pacifica_CNY330,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Salinispora,pacifica,-1,-1,5498479,5176,3845482,0.7,3729,72.04,1,0.02,-1,Gram+
2518645627,Permanent_Draft,Salinispora_pacifica_CNY331,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Salinispora,pacifica,-1,-1,5740370,5391,4011983,0.7,3841,71.25,3,0.06,-1,Gram+
2519103005,Draft,beta_proteobacterium_SCGC_AAA027-C02,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,Polynucleobacter,unclassified,-1,-1,1297537,1444,566937,0.44,1186,82.13,121,8.38,-1,Gram-
2519103010,Permanent_Draft,Firmicutes_bacterium_JGI_0000119-P10,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified,unclassified,-1,-1,307136,325,165657,0.54,219,67.38,4,1.23,-1,-1
2519103012,Permanent_Draft,Deinococcus_apachensis_DSM_19763,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,apachensis,Soil,USA,4452642,4394,3057125,0.69,3190,72.6,3375,76.81,-1,Gram+
2519103013,Permanent_Draft,Thioalkalivibrio_sp._ALE18,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,sp.,-1,-1,2767238,2676,1873776,0.68,2249,84.04,24,0.9,-1,Gram-
2519103014,Permanent_Draft,Thioalkalivibrio_sp._ALE20,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,sp.,-1,-1,2845558,2735,1923230,0.68,2286,83.58,26,0.95,-1,Gram-
2519103016,Permanent_Draft,Thioalkalivibrio_sp._ALE22,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,sp.,-1,-1,2748237,2658,1850336,0.67,2248,84.57,-1,-1,-1,Gram-
2519103020,Draft,Pseudomonas_aeruginosa_PA45,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,aeruginosa,Urinary tract,Italy,6615955,6282,4386087,0.66,5157,82.09,100,1.59,Urinary tract infection,Gram-
2519103025,Permanent_Draft,Thioalkalivibrio_sp._ALgr1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,sp.,-1,-1,2748836,2641,1814312,0.66,2238,84.74,14,0.53,-1,Gram-
2519103027,Permanent_Draft,Thioalkalivibrio_sp._ALJ12,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,sp.,-1,-1,2779390,2641,1834048,0.66,2242,84.89,-1,-1,-1,Gram-
2519103046,Permanent_Draft,Henriciella_marina_DSM_19595,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Henriciella,marina,"Sea water, Aquatic, Marine",Korea,3277765,3260,1964517,0.6,2615,80.21,623,19.11,-1,Gram-
2519103048,Draft,Burkholderia_glumae_AU6208,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glumae,Soil,USA,4371141,4418,2948189,0.67,3359,76.03,70,1.58,Chronic granulomatous,Gram-
2519103049,Draft,Burkholderia_glumae_LMG_2196,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glumae,-1,Japan,5027984,5249,3374874,0.67,3796,72.32,53,1.01,-1,Gram-
2519103050,Permanent_Draft,Diapherotrites_archaeon_SCGC_AAA011-N19_((DUSEL_002_272)),Archaea,candidate division DUSEL3,unclassified,unclassified,unclassified,unclassified,unclassified,-1,-1,302064,349,142035,0.47,165,47.28,187,53.58,-1,-1
2519103053,Draft,Klebsiella_pneumoniae_pneumoniae_KPNIH10,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,-1,USA,5716118,5730,3271000,0.57,4315,75.31,1,0.02,-1,Gram-
2519103054,Draft,Klebsiella_pneumoniae_pneumoniae_KPNIH8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,-1,USA,5714705,5749,3271577,0.57,4344,75.56,2,0.03,-1,Gram-
2519103055,Draft,Klebsiella_pneumoniae_pneumoniae_KPNIH7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,-1,USA,5723848,5734,3274433,0.57,4331,75.53,1,0.02,-1,Gram-
2519103056,Draft,Klebsiella_pneumoniae_pneumoniae_KPNIH6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,-1,USA,5714943,5734,3270196,0.57,4340,75.69,1,0.02,-1,Gram-
2519103057,Draft,Klebsiella_pneumoniae_pneumoniae_KPNIH12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,-1,USA,5719358,5679,3271303,0.57,4345,76.51,5,0.09,-1,Gram-
2519103058,Draft,Saccharomonospora_azurea_SZMC_14600,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora,azurea,-1,-1,4973727,4604,3495659,0.7,3182,69.11,13,0.28,-1,Gram+
2519103059,Draft,Staphylococcus_aureus_aureus_VRS8,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureus,-1,-1,2932690,2911,961922,0.33,1444,49.6,9,0.31,-1,Gram+
2519103060,Draft,Staphylococcus_aureus_aureus_VRS7,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureus,-1,-1,3089104,3089,1013680,0.33,1391,45.03,96,3.11,-1,Gram+
2519103061,Draft,Staphylococcus_aureus_aureus_VRS4,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureus,-1,-1,2859195,2795,938314,0.33,1334,47.73,4,0.14,-1,Gram+
2519103062,Draft,Enterococcus_faecium_514,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2935362,3176,1107731,0.38,2047,64.45,7,0.22,-1,Gram+
2519103063,Draft,Enterococcus_faecium_515,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2879535,3097,1083852,0.38,1981,63.97,12,0.39,-1,Gram+
2519103064,Draft,Enterococcus_faecium_C1904,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2860164,3079,1078138,0.38,1986,64.5,14,0.45,-1,Gram+
2519103065,Draft,Enterococcus_faecium_C497,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2732008,2903,1035031,0.38,1935,66.66,6,0.21,-1,Gram+
2519103066,Draft,Enterococcus_faecium_C621,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2913084,3139,1099073,0.38,2044,65.12,7,0.22,-1,Gram+
2519103067,Draft,Enterococcus_faecium_E417,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2889316,3131,1091450,0.38,2027,64.74,8,0.26,-1,Gram+
2519103068,Draft,Enterococcus_faecium_E422,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2903773,3161,1096158,0.38,2027,64.13,7,0.22,-1,Gram+
2519103069,Draft,Enterococcus_faecium_ERV1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2867032,3104,1082253,0.38,1991,64.14,7,0.23,-1,Gram+
2519103070,Draft,Enterococcus_faecium_ERV102,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2910117,3134,1097921,0.38,2035,64.93,6,0.19,-1,Gram+
2519103071,Draft,Enterococcus_faecium_ERV161,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,-1,-1,2798511,3005,1057891,0.38,1971,65.59,6,0.2,-1,Gram+
